Time Bucket (America/Chicago),Casa6-Mains_C (kWatts)
03/01/2023 00:00:00,0.0244
03/01/2023 00:15:00,0.0041
03/01/2023 00:30:00,0.0779
03/01/2023 00:45:00,0.0451
03/01/2023 01:00:00,0.0040
03/01/2023 01:15:00,0.0501
03/01/2023 01:30:00,0.0720
03/01/2023 01:45:00,0.0040
03/01/2023 02:00:00,0.0154
03/01/2023 02:15:00,0.1051
03/01/2023 02:30:00,0.0041
03/01/2023 02:45:00,0.0039
03/01/2023 03:00:00,0.0901
03/01/2023 03:15:00,0.0293
03/01/2023 03:30:00,0.0038
03/01/2023 03:45:00,0.0410
03/01/2023 04:00:00,0.0753
03/01/2023 04:15:00,0.0039
03/01/2023 04:30:00,0.0038
03/01/2023 04:45:00,0.1029
03/01/2023 05:00:00,0.0135
03/01/2023 05:15:00,0.0038
03/01/2023 05:30:00,0.0368
03/01/2023 05:45:00,0.0783
03/01/2023 06:00:00,0.0039
03/01/2023 06:15:00,0.0037
03/01/2023 06:30:00,0.0760
03/01/2023 06:45:00,0.0427
03/01/2023 07:00:00,0.0276
03/01/2023 07:15:00,0.0195
03/01/2023 07:30:00,0.1193
03/01/2023 07:45:00,0.1688
03/01/2023 08:00:00,0.1654
03/01/2023 08:15:00,0.0368
03/01/2023 08:30:00,0.1263
03/01/2023 08:45:00,0.2911
03/01/2023 09:00:00,0.1462
03/01/2023 09:15:00,0.1412
03/01/2023 09:30:00,0.0820
03/01/2023 09:45:00,0.1514
03/01/2023 10:00:00,0.1549
03/01/2023 10:15:00,0.0000
03/01/2023 10:30:00,0.0000
03/01/2023 10:45:00,0.0176
03/01/2023 11:00:00,0.1111
03/01/2023 11:15:00,0.0000
03/01/2023 11:30:00,0.0000
03/01/2023 11:45:00,0.0388
03/01/2023 12:00:00,0.0786
03/01/2023 12:15:00,0.0000
03/01/2023 12:30:00,0.0000
03/01/2023 12:45:00,0.0713
03/01/2023 13:00:00,0.0464
03/01/2023 13:15:00,0.0000
03/01/2023 13:30:00,0.0147
03/01/2023 13:45:00,0.1152
03/01/2023 14:00:00,0.0414
03/01/2023 14:15:00,0.0061
03/01/2023 14:30:00,0.2592
03/01/2023 14:45:00,0.0394
03/01/2023 15:00:00,0.1044
03/01/2023 15:15:00,0.3818
03/01/2023 15:30:00,0.5395
03/01/2023 15:45:00,0.0866
03/01/2023 16:00:00,0.3010
03/01/2023 16:15:00,0.0987
03/01/2023 16:30:00,0.0000
03/01/2023 16:45:00,0.0690
03/01/2023 17:00:00,0.1114
03/01/2023 17:15:00,0.0108
03/01/2023 17:30:00,0.0000
03/01/2023 17:45:00,0.1005
03/01/2023 18:00:00,0.0788
03/01/2023 18:15:00,0.0600
03/01/2023 18:30:00,0.1045
03/01/2023 18:45:00,0.1931
03/01/2023 19:00:00,0.1068
03/01/2023 19:15:00,0.0831
03/01/2023 19:30:00,0.1332
03/01/2023 19:45:00,0.2244
03/01/2023 20:00:00,0.1164
03/01/2023 20:15:00,0.1025
03/01/2023 20:30:00,0.1814
03/01/2023 20:45:00,0.1355
03/01/2023 21:00:00,0.0847
03/01/2023 21:15:00,0.1291
03/01/2023 21:30:00,0.1695
03/01/2023 21:45:00,0.0078
03/01/2023 22:00:00,0.0067
03/01/2023 22:15:00,0.0931
03/01/2023 22:30:00,0.0533
03/01/2023 22:45:00,0.0046
03/01/2023 23:00:00,0.0297
03/01/2023 23:15:00,0.1149
03/01/2023 23:30:00,0.0048
03/01/2023 23:45:00,0.0048
03/02/2023 00:00:00,0.0754
03/02/2023 00:15:00,0.0679
03/02/2023 00:30:00,0.0048
03/02/2023 00:45:00,0.0047
03/02/2023 01:00:00,0.1205
03/02/2023 01:15:00,0.0196
03/02/2023 01:30:00,0.0046
03/02/2023 01:45:00,0.0528
03/02/2023 02:00:00,0.0844
03/02/2023 02:15:00,0.0046
03/02/2023 02:30:00,0.0045
03/02/2023 02:45:00,0.0996
03/02/2023 03:00:00,0.0345
03/02/2023 03:15:00,0.0045
03/02/2023 03:30:00,0.0275
03/02/2023 03:45:00,0.1036
03/02/2023 04:00:00,0.0047
03/02/2023 04:15:00,0.0046
03/02/2023 04:30:00,0.0660
03/02/2023 04:45:00,0.0626
03/02/2023 05:00:00,0.0048
03/02/2023 05:15:00,0.0046
03/02/2023 05:30:00,0.0829
03/02/2023 05:45:00,0.0467
03/02/2023 06:00:00,0.0044
03/02/2023 06:15:00,0.0044
03/02/2023 06:30:00,0.0827
03/02/2023 06:45:00,0.0513
03/02/2023 07:00:00,0.0292
03/02/2023 07:15:00,0.0293
03/02/2023 07:30:00,0.0799
03/02/2023 07:45:00,0.0614
03/02/2023 08:00:00,0.0072
03/02/2023 08:15:00,0.0347
03/02/2023 08:30:00,0.0807
03/02/2023 08:45:00,0.0782
03/02/2023 09:00:00,0.0151
03/02/2023 09:15:00,0.0105
03/02/2023 09:30:00,0.0061
03/02/2023 09:45:00,0.1770
03/02/2023 10:00:00,0.0550
03/02/2023 10:15:00,0.0011
03/02/2023 10:30:00,0.0711
03/02/2023 10:45:00,0.1223
03/02/2023 11:00:00,0.2235
03/02/2023 11:15:00,0.0828
03/02/2023 11:30:00,0.0634
03/02/2023 11:45:00,0.1250
03/02/2023 12:00:00,0.1152
03/02/2023 12:15:00,0.0665
03/02/2023 12:30:00,0.0000
03/02/2023 12:45:00,0.0000
03/02/2023 13:00:00,0.0454
03/02/2023 13:15:00,0.1140
03/02/2023 13:30:00,0.0281
03/02/2023 13:45:00,0.0000
03/02/2023 14:00:00,0.0168
03/02/2023 14:15:00,0.1147
03/02/2023 14:30:00,0.0322
03/02/2023 14:45:00,0.0000
03/02/2023 15:00:00,0.0201
03/02/2023 15:15:00,0.1139
03/02/2023 15:30:00,0.0284
03/02/2023 15:45:00,0.0893
03/02/2023 16:00:00,0.1087
03/02/2023 16:15:00,0.1108
03/02/2023 16:30:00,0.1738
03/02/2023 16:45:00,0.1682
03/02/2023 17:00:00,0.1703
03/02/2023 17:15:00,0.1748
03/02/2023 17:30:00,0.1625
03/02/2023 17:45:00,0.0559
03/02/2023 18:00:00,0.0366
03/02/2023 18:15:00,0.1105
03/02/2023 18:30:00,0.1466
03/02/2023 18:45:00,0.0733
03/02/2023 19:00:00,0.0796
03/02/2023 19:15:00,0.0925
03/02/2023 19:30:00,0.1901
03/02/2023 19:45:00,0.1873
03/02/2023 20:00:00,0.0800
03/02/2023 20:15:00,0.0487
03/02/2023 20:30:00,0.0487
03/02/2023 20:45:00,0.1074
03/02/2023 21:00:00,0.1607
03/02/2023 21:15:00,0.0987
03/02/2023 21:30:00,0.0749
03/02/2023 21:45:00,0.0913
03/02/2023 22:00:00,0.1362
03/02/2023 22:15:00,0.0910
03/02/2023 22:30:00,0.0047
03/02/2023 22:45:00,0.0049
03/02/2023 23:00:00,0.0049
03/02/2023 23:15:00,0.1099
03/02/2023 23:30:00,0.1072
03/02/2023 23:45:00,0.0051
03/03/2023 00:00:00,0.0053
03/03/2023 00:15:00,0.0050
03/03/2023 00:30:00,0.1055
03/03/2023 00:45:00,0.1027
03/03/2023 01:00:00,0.0049
03/03/2023 01:15:00,0.0049
03/03/2023 01:30:00,0.0273
03/03/2023 01:45:00,0.1187
03/03/2023 02:00:00,0.0394
03/03/2023 02:15:00,0.0048
03/03/2023 02:30:00,0.0049
03/03/2023 02:45:00,0.0050
03/03/2023 03:00:00,0.1101
03/03/2023 03:15:00,0.0827
03/03/2023 03:30:00,0.0048
03/03/2023 03:45:00,0.0045
03/03/2023 04:00:00,0.0049
03/03/2023 04:15:00,0.0046
03/03/2023 04:30:00,0.1221
03/03/2023 04:45:00,0.0772
03/03/2023 05:00:00,0.0046
03/03/2023 05:15:00,0.0048
03/03/2023 05:30:00,0.0047
03/03/2023 05:45:00,0.0335
03/03/2023 06:00:00,0.1194
03/03/2023 06:15:00,0.0427
03/03/2023 06:30:00,0.0051
03/03/2023 06:45:00,0.0053
03/03/2023 07:00:00,0.0962
03/03/2023 07:15:00,0.0567
03/03/2023 07:30:00,0.0000
03/03/2023 07:45:00,0.0000
03/03/2023 08:00:00,0.0520
03/03/2023 08:15:00,0.1390
03/03/2023 08:30:00,0.2337
03/03/2023 08:45:00,0.0500
03/03/2023 09:00:00,0.0674
03/03/2023 09:15:00,0.1233
03/03/2023 09:30:00,0.1146
03/03/2023 09:45:00,0.1337
03/03/2023 10:00:00,0.1167
03/03/2023 10:15:00,0.0851
03/03/2023 10:30:00,0.0032
03/03/2023 10:45:00,0.0033
03/03/2023 11:00:00,0.0780
03/03/2023 11:15:00,0.1082
03/03/2023 11:30:00,0.0011
03/03/2023 11:45:00,0.0000
03/03/2023 12:00:00,0.0289
03/03/2023 12:15:00,0.1110
03/03/2023 12:30:00,0.0419
03/03/2023 12:45:00,0.0000
03/03/2023 13:00:00,0.0000
03/03/2023 13:15:00,0.0778
03/03/2023 13:30:00,0.0919
03/03/2023 13:45:00,0.0124
03/03/2023 14:00:00,0.0145
03/03/2023 14:15:00,0.1076
03/03/2023 14:30:00,0.1747
03/03/2023 14:45:00,0.0859
03/03/2023 15:00:00,0.0698
03/03/2023 15:15:00,0.0740
03/03/2023 15:30:00,0.2567
03/03/2023 15:45:00,0.1629
03/03/2023 16:00:00,0.0303
03/03/2023 16:15:00,0.0212
03/03/2023 16:30:00,0.0767
03/03/2023 16:45:00,0.1310
03/03/2023 17:00:00,0.0396
03/03/2023 17:15:00,0.0213
03/03/2023 17:30:00,0.0721
03/03/2023 17:45:00,0.1126
03/03/2023 18:00:00,0.0626
03/03/2023 18:15:00,0.0008
03/03/2023 18:30:00,0.0167
03/03/2023 18:45:00,0.1274
03/03/2023 19:00:00,0.1307
03/03/2023 19:15:00,0.1487
03/03/2023 19:30:00,0.1431
03/03/2023 19:45:00,0.1352
03/03/2023 20:00:00,0.0560
03/03/2023 20:15:00,0.0303
03/03/2023 20:30:00,0.0845
03/03/2023 20:45:00,0.1395
03/03/2023 21:00:00,0.1262
03/03/2023 21:15:00,0.0410
03/03/2023 21:30:00,0.0071
03/03/2023 21:45:00,0.0758
03/03/2023 22:00:00,0.1149
03/03/2023 22:15:00,0.0463
03/03/2023 22:30:00,0.0050
03/03/2023 22:45:00,0.0049
03/03/2023 23:00:00,0.1025
03/03/2023 23:15:00,0.1141
03/03/2023 23:30:00,0.0085
03/03/2023 23:45:00,0.0051
03/04/2023 00:00:00,0.0049
03/04/2023 00:15:00,0.1213
03/04/2023 00:30:00,0.0858
03/04/2023 00:45:00,0.0051
03/04/2023 01:00:00,0.0050
03/04/2023 01:15:00,0.0227
03/04/2023 01:30:00,0.1188
03/04/2023 01:45:00,0.0635
03/04/2023 02:00:00,0.0050
03/04/2023 02:15:00,0.0050
03/04/2023 02:30:00,0.0051
03/04/2023 02:45:00,0.1219
03/04/2023 03:00:00,0.0780
03/04/2023 03:15:00,0.0049
03/04/2023 03:30:00,0.0051
03/04/2023 03:45:00,0.0052
03/04/2023 04:00:00,0.0747
03/04/2023 04:15:00,0.1162
03/04/2023 04:30:00,0.2311
03/04/2023 04:45:00,0.0950
03/04/2023 05:00:00,0.0419
03/04/2023 05:15:00,0.1311
03/04/2023 05:30:00,0.1221
03/04/2023 05:45:00,0.1064
03/04/2023 06:00:00,0.0047
03/04/2023 06:15:00,0.0047
03/04/2023 06:30:00,0.0049
03/04/2023 06:45:00,0.0059
03/04/2023 07:00:00,0.1236
03/04/2023 07:15:00,0.0808
03/04/2023 07:30:00,0.0188
03/04/2023 07:45:00,0.0126
03/04/2023 08:00:00,0.0001
03/04/2023 08:15:00,0.1042
03/04/2023 08:30:00,0.0717
03/04/2023 08:45:00,0.0084
03/04/2023 09:00:00,0.1036
03/04/2023 09:15:00,0.1036
03/04/2023 09:30:00,0.0060
03/04/2023 09:45:00,0.1168
03/04/2023 10:00:00,0.0507
03/04/2023 10:15:00,0.1573
03/04/2023 10:30:00,0.1644
03/04/2023 10:45:00,0.1540
03/04/2023 11:00:00,0.2005
03/04/2023 11:15:00,0.0932
03/04/2023 11:30:00,0.0958
03/04/2023 11:45:00,0.0931
03/04/2023 12:00:00,0.1186
03/04/2023 12:15:00,0.0247
03/04/2023 12:30:00,0.0519
03/04/2023 12:45:00,0.1212
03/04/2023 13:00:00,0.0725
03/04/2023 13:15:00,0.0000
03/04/2023 13:30:00,0.0087
03/04/2023 13:45:00,0.0228
03/04/2023 14:00:00,0.0620
03/04/2023 14:15:00,0.1390
03/04/2023 14:30:00,0.0846
03/04/2023 14:45:00,0.0252
03/04/2023 15:00:00,0.0252
03/04/2023 15:15:00,0.0254
03/04/2023 15:30:00,0.1383
03/04/2023 15:45:00,0.1207
03/04/2023 16:00:00,0.0258
03/04/2023 16:15:00,0.0256
03/04/2023 16:30:00,0.0270
03/04/2023 16:45:00,0.1423
03/04/2023 17:00:00,0.1169
03/04/2023 17:15:00,0.0262
03/04/2023 17:30:00,0.0262
03/04/2023 17:45:00,0.0532
03/04/2023 18:00:00,0.1394
03/04/2023 18:15:00,0.0852
03/04/2023 18:30:00,0.0304
03/04/2023 18:45:00,0.0306
03/04/2023 19:00:00,0.0766
03/04/2023 19:15:00,0.1437
03/04/2023 19:30:00,0.0729
03/04/2023 19:45:00,0.0307
03/04/2023 20:00:00,0.0306
03/04/2023 20:15:00,0.0836
03/04/2023 20:30:00,0.1439
03/04/2023 20:45:00,0.0670
03/04/2023 21:00:00,0.0308
03/04/2023 21:15:00,0.0308
03/04/2023 21:30:00,0.0603
03/04/2023 21:45:00,0.1459
03/04/2023 22:00:00,0.0911
03/04/2023 22:15:00,0.0308
03/04/2023 22:30:00,0.0309
03/04/2023 22:45:00,0.0625
03/04/2023 23:00:00,0.1445
03/04/2023 23:15:00,0.0801
03/04/2023 23:30:00,0.0309
03/04/2023 23:45:00,0.0581
03/05/2023 00:00:00,0.1460
03/05/2023 00:15:00,0.2832
03/05/2023 00:30:00,0.1500
03/05/2023 00:45:00,0.0576
03/05/2023 01:00:00,0.0050
03/05/2023 01:15:00,0.0564
03/05/2023 01:30:00,0.1138
03/05/2023 01:45:00,0.0787
03/05/2023 02:00:00,0.0052
03/05/2023 02:15:00,0.0052
03/05/2023 02:30:00,0.0053
03/05/2023 02:45:00,0.0740
03/05/2023 03:00:00,0.1116
03/05/2023 03:15:00,0.0284
03/05/2023 03:30:00,0.0051
03/05/2023 03:45:00,0.0051
03/05/2023 04:00:00,0.0541
03/05/2023 04:15:00,0.1123
03/05/2023 04:30:00,0.0268
03/05/2023 04:45:00,0.0050
03/05/2023 05:00:00,0.0049
03/05/2023 05:15:00,0.0612
03/05/2023 05:30:00,0.1112
03/05/2023 05:45:00,0.0081
03/05/2023 06:00:00,0.0052
03/05/2023 06:15:00,0.0052
03/05/2023 06:30:00,0.0705
03/05/2023 06:45:00,0.1188
03/05/2023 07:00:00,0.1960
03/05/2023 07:15:00,0.0921
03/05/2023 07:30:00,0.0567
03/05/2023 07:45:00,0.1244
03/05/2023 08:00:00,0.1309
03/05/2023 08:15:00,0.1098
03/05/2023 08:30:00,0.0439
03/05/2023 08:45:00,0.0596
03/05/2023 09:00:00,0.0554
03/05/2023 09:15:00,0.4401
03/05/2023 09:30:00,0.1174
03/05/2023 09:45:00,0.0742
03/05/2023 10:00:00,0.0031
03/05/2023 10:15:00,0.1181
03/05/2023 10:30:00,0.1255
03/05/2023 10:45:00,0.0522
03/05/2023 11:00:00,0.1177
03/05/2023 11:15:00,0.4057
03/05/2023 11:30:00,0.0033
03/05/2023 11:45:00,0.0021
03/05/2023 12:00:00,0.0802
03/05/2023 12:15:00,0.0528
03/05/2023 12:30:00,0.0000
03/05/2023 12:45:00,0.0000
03/05/2023 13:00:00,0.1065
03/05/2023 13:15:00,0.0201
03/05/2023 13:30:00,0.0087
03/05/2023 13:45:00,0.0216
03/05/2023 14:00:00,0.1140
03/05/2023 14:15:00,0.0088
03/05/2023 14:30:00,0.0142
03/05/2023 14:45:00,0.0718
03/05/2023 15:00:00,0.1113
03/05/2023 15:15:00,0.0196
03/05/2023 15:30:00,0.0196
03/05/2023 15:45:00,0.1031
03/05/2023 16:00:00,0.0812
03/05/2023 16:15:00,0.0196
03/05/2023 16:30:00,0.0301
03/05/2023 16:45:00,0.1339
03/05/2023 17:00:00,0.0428
03/05/2023 17:15:00,0.0196
03/05/2023 17:30:00,0.0775
03/05/2023 17:45:00,0.1103
03/05/2023 18:00:00,0.0196
03/05/2023 18:15:00,0.0196
03/05/2023 18:30:00,0.1267
03/05/2023 18:45:00,0.0661
03/05/2023 19:00:00,0.0240
03/05/2023 19:15:00,0.0636
03/05/2023 19:30:00,0.1339
03/05/2023 19:45:00,0.0242
03/05/2023 20:00:00,0.0312
03/05/2023 20:15:00,0.1118
03/05/2023 20:30:00,0.0981
03/05/2023 20:45:00,0.0295
03/05/2023 21:00:00,0.0763
03/05/2023 21:15:00,0.1233
03/05/2023 21:30:00,0.0222
03/05/2023 21:45:00,0.0051
03/05/2023 22:00:00,0.0898
03/05/2023 22:15:00,0.0628
03/05/2023 22:30:00,0.0049
03/05/2023 22:45:00,0.0419
03/05/2023 23:00:00,0.1049
03/05/2023 23:15:00,0.0050
03/05/2023 23:30:00,0.0051
03/05/2023 23:45:00,0.1017
03/06/2023 00:00:00,0.0433
03/06/2023 00:15:00,0.0052
03/06/2023 00:30:00,0.0393
03/06/2023 00:45:00,0.1027
03/06/2023 01:00:00,0.0052
03/06/2023 01:15:00,0.0052
03/06/2023 01:30:00,0.0875
03/06/2023 01:45:00,0.0537
03/06/2023 02:00:00,0.0051
03/06/2023 02:15:00,0.0108
03/06/2023 02:30:00,0.1211
03/06/2023 02:45:00,0.0138
03/06/2023 03:00:00,0.0051
03/06/2023 03:15:00,0.0398
03/06/2023 03:30:00,0.0995
03/06/2023 03:45:00,0.0050
03/06/2023 04:00:00,0.0051
03/06/2023 04:15:00,0.0547
03/06/2023 04:30:00,0.0828
03/06/2023 04:45:00,0.0049
03/06/2023 05:00:00,0.0048
03/06/2023 05:15:00,0.0651
03/06/2023 05:30:00,0.0700
03/06/2023 05:45:00,0.0047
03/06/2023 06:00:00,0.0053
03/06/2023 06:15:00,0.0616
03/06/2023 06:30:00,0.0718
03/06/2023 06:45:00,0.0056
03/06/2023 07:00:00,0.0048
03/06/2023 07:15:00,0.0477
03/06/2023 07:30:00,0.0749
03/06/2023 07:45:00,0.0000
03/06/2023 08:00:00,0.0000
03/06/2023 08:15:00,0.0275
03/06/2023 08:30:00,0.0948
03/06/2023 08:45:00,0.0000
03/06/2023 09:00:00,0.0000
03/06/2023 09:15:00,0.0113
03/06/2023 09:30:00,0.4679
03/06/2023 09:45:00,0.2030
03/06/2023 10:00:00,0.1615
03/06/2023 10:15:00,0.0054
03/06/2023 10:30:00,0.1310
03/06/2023 10:45:00,0.1226
03/06/2023 11:00:00,0.1231
03/06/2023 11:15:00,0.1772
03/06/2023 11:30:00,0.1585
03/06/2023 11:45:00,0.0155
03/06/2023 12:00:00,0.1403
03/06/2023 12:15:00,0.0351
03/06/2023 12:30:00,0.1120
03/06/2023 12:45:00,0.4166
03/06/2023 13:00:00,0.1596
03/06/2023 13:15:00,0.0137
03/06/2023 13:30:00,0.1846
03/06/2023 13:45:00,0.0763
03/06/2023 14:00:00,0.0536
03/06/2023 14:15:00,0.0034
03/06/2023 14:30:00,0.1751
03/06/2023 14:45:00,0.1217
03/06/2023 15:00:00,0.0093
03/06/2023 15:15:00,0.0034
03/06/2023 15:30:00,0.0935
03/06/2023 15:45:00,0.1124
03/06/2023 16:00:00,0.0141
03/06/2023 16:15:00,0.0039
03/06/2023 16:30:00,0.0065
03/06/2023 16:45:00,0.1195
03/06/2023 17:00:00,0.0857
03/06/2023 17:15:00,0.0042
03/06/2023 17:30:00,0.0042
03/06/2023 17:45:00,0.0600
03/06/2023 18:00:00,0.1152
03/06/2023 18:15:00,0.0227
03/06/2023 18:30:00,0.0120
03/06/2023 18:45:00,0.0456
03/06/2023 19:00:00,0.1758
03/06/2023 19:15:00,0.1421
03/06/2023 19:30:00,0.0685
03/06/2023 19:45:00,0.0717
03/06/2023 20:00:00,0.1096
03/06/2023 20:15:00,0.1773
03/06/2023 20:30:00,0.0964
03/06/2023 20:45:00,0.0655
03/06/2023 21:00:00,0.0656
03/06/2023 21:15:00,0.1385
03/06/2023 21:30:00,0.1563
03/06/2023 21:45:00,0.1234
03/06/2023 22:00:00,0.0301
03/06/2023 22:15:00,0.0048
03/06/2023 22:30:00,0.0049
03/06/2023 22:45:00,0.0768
03/06/2023 23:00:00,0.1143
03/06/2023 23:15:00,0.0253
03/06/2023 23:30:00,0.0049
03/06/2023 23:45:00,0.0048
03/07/2023 00:00:00,0.0253
03/07/2023 00:15:00,0.1194
03/07/2023 00:30:00,0.0627
03/07/2023 00:45:00,0.0050
03/07/2023 01:00:00,0.0047
03/07/2023 01:15:00,0.0047
03/07/2023 01:30:00,0.0825
03/07/2023 01:45:00,0.1124
03/07/2023 02:00:00,0.0048
03/07/2023 02:15:00,0.0049
03/07/2023 02:30:00,0.0048
03/07/2023 02:45:00,0.0049
03/07/2023 03:00:00,0.1156
03/07/2023 03:15:00,0.0805
03/07/2023 03:30:00,0.0050
03/07/2023 03:45:00,0.0048
03/07/2023 04:00:00,0.0048
